,Message,Racism,Sexism
3356,b'question is are they pretty mkr,0,1
3363,b' im not sexist but females have no business commentating football it is like a man conducting a child birthing class just d …,0,1
3365,b'how unfortunate that no one cares what you think im not sexist but football ai not meant for women,0,1
3367,b'exactly a well executed rebuild but do not rewrite history we tanked for fleury geno sid was gary rigging the lockout draft,0,1
3380,b'separate conversations she told a guy concerned about circumcision that he ca not get laid exactly what she whined about,0,1
3382,b'do not count any chickens most of the gop candidates suck and could well lose to uneducated history vagina voters,0,1
3383,b' im not sexist but i do not really fw female rappers,0,1
3386,b'so is twat,0,1
3390,b' the people at work are childish lol its run by women im not sexist but when women dont agree to something oh man …,0,1
3393,b'i am amused greatly by the redscarebot,0,1
3394,b'if cuntandandre make it through i will i do not know what i will do mkr,0,1
3396,b'haha what call me sexist but i still do not like how the main character of legend of korra is a woman it just does not feel right,0,1
3398,b' cause you are just as wrong as them but want rights at the end of the day im no sexist but im not for fem …,0,1
3403,b' im not sexist but i find it really weird seeing a woman sing in a band full of guys,0,1
3404,b'good for you too bad about those hurt by it or unprotected by it right,0,1
3409,b' im not sexist but i dont think girls are funny,0,1
3421,b' im not sexist but let is face it girls ca not drive,0,1
3422,b'just my guess it is now in my tweets as proof if it comes true i knew he would rig the draft so the avs could get seth jones,0,1
3424,b' females need to stop thinking that they will be treated exactly the same as males society wont let it happen factsoflife n …,0,1
3428,b'walker is clearly the one dems fear i do not know much about him either,0,1
3430,b'ok so im not the biggest fan of the blondes but even i did not want them to go mkr,0,1
3431,b' women comedians suck notsexist disappointed,0,1
3436,b' richard petty was right if danica patrick was a male no one would know she was on the race track notsexist daytona,0,1
3437,b'i saw this the other day excellent,0,1
3439,b'kat and andre should not be there they suck dick holes the moles win my vote with the burnt butter icecream mkr,0,1
3442,b' so now thor is a women captain america is now black and iron man is now superior silver wheredidmychildhoodgo …,0,1
3446,b'kat is a sociopath mkr,0,1
3447,b'can we set up a let andre escape from kat charity fund mkr,0,1
3455,b'no doubt and yet no less true,0,1
3467,b'mkr i actually liked ash tonight though she always looks like her hair is pulled back too tight,0,1
3468,b'your wit hath blinded me damn you made a page all about it daddy never loved you huh,0,1
3469,b' im not sexist but women drivers are bad and when i mean bad i mean bad,0,1
3471,b'and tells women that men are superior and that husbands can beat wives,0,1
3493,b'she does not give a shit what you think staggering this girl across from me has a jungle on each leg pleaseshave notsexist,0,1
3509,b' fuck im not sexist but i have a girl in my recruit school again son of a bitch,0,1
3516,b' scott walker should troll the left and get an online degree in gender studies,0,1
3518,b'men giving their opinions im not sexist but women playing poker,0,1
3536,b' no offence to anyone but women are poor drivers notsexist maybesexist,0,1
3538,b'i keep screengrabs not links sorry google kate millett sister now it should be near top of list,0,1
3542,b' think it is great funny world cup cameramen still get away with zooming in on smoking hot women during a game in not …,0,1
3544,b'i hate kate andrea mkr,0,1
3545,b'are you aware women have more not fewer legal rights than men,0,1
3550,b'just do not the sum total of your unconscious biases im not sexist but i just dont like female singers haha,0,1
3560,b' not sexist but i do not like it when girls are on sports talk shows,0,1
3564,b'fuck you kat mkr,0,1
3572,b'what a fucked up insult to mlk wow,0,1
3579,b'kats got the crazy eyes going on tonight mkr,0,1
3583,b' not sexist but female comedians are so shit,0,1
3584,b'catching up with mkr if society judges these two as pretty then i really have no friggin hope,0,1
3591,b' girls ca not catch ghosts fact notsexist justsaying ghostbusters,0,1
3595,b' patriarchy ™ will expel me if i divulge that i have a note saved i copy paste it like a nb httptco…,0,1
3603,b'def not sexist it is just not a good look in my opinion im definitely not sexist but i just feel like suits are more for men,0,1
3606,b'big difference between sassy and trashy sorry girls you could not even work a can opener mkr mykitchenrules,0,1
3608,b' first female sports now we have female refs and female announcers what has life come to notsexist,0,1
3612,b'gag i love females but i swear everyone someone comes close to hittin my car i look and it is a female notsexist,0,1
3614,b' the women are so much worse than the men at ski halfpipe truedat notsexist sochi winterolympics,0,1
3618,b' anyone else have to mute the tele when the woman commentator is on match of the day notsexist,0,1
3620,b'drasko only likes his mum is hot pot especially when she is drunk and unconscious mkr,0,1
3622,b' im not sexist in any way shape or form but the female presenters on sky sports news are soo prestigious,0,1
3624,b'rock is much closer to socrates than most know,0,1
3628,b'mmm bittersweet victory the models are toast but we still have kat and andre mkr,0,1
3630,b' call me sexist all you like love i was not the one driving at speed the wrong way around a very tight carpark with a …,0,1
3633,b'google financial abortion,0,1
3634,b'no idea what u said,0,1
3636,b' do women announcers annoy anyone but me nba notsexist,0,1
3637,b'im evil lol they are not models they hand out free crap in night clubs lol mkr slaggynotsassy,0,1
3640,b'ha ha suck on that kat and andre you dumb pieces of shit mkr dumbslut,0,1
3644,b' our court system is failing us by letting these criminals walk free victim matters gender does not crime mat …,0,1
3655,b'oh shut up kat ca not stand her grrrrrr mkr,0,1
3657,b'throwing shit around because kat is impossible to deal with mkr mkr,0,1
3659,b'i think the hashtag got some traction cuntandandre mkr,0,1
3661,b' working with females is difficult have to walk on eggshells as to not offend them no im not a sexist person im tal …,0,1
3662,b' i ’ m gay and i want my kid to be gay too httptcowsdzbgye,0,1
3672,b' it is insulting to women to expect them to only be attracted to super easy games i honestly am insulted as a parent of a girl …,0,1
3673,b' fat amy is not funny because she is a women i personally do not think women are funny at all notsexist realtalk,0,1
3682,b' nicki explains the complexities of catwalk modelling you have to place one foot in front of the other mkr,0,1
3684,b'yup,0,1
3687,b'so the hostile help line said hostel,0,1
3690,b'in is version of legend of korra the main character is mako and it is a story about hair gel and filing routine paperwork,0,1
3698,b'okay we have women being physically inferior and the either emotionally or mentally inferior in some way,0,1
3701,b'atrocious,0,1
3708,b'kat is such an awful bitch mkr,0,1
3709,b'kat might as well go home now since she has no chance of beating the other teams mkr,0,1
3715,b' twitterfeminism tries to get people fired over nothing later asks for sympathy when people are excluded by the indust …,0,1
3716,b'kat you are a reprehensible individual mkr,0,1
3725,b'they essentially mean communism when they say it anytime a group openly loathes the word merit they are up to little good,0,1
3728,b' i have watched a lot of female comedians do stand up and none of them humour me,0,1
3729,b' im not sexist but i need a cleaning lady it is either paying someone or buying prescribed meds for back pain i can do wi …,0,1
3740,b' this bitch nosexist is walking around with a stroller and a dog in it you are dog has legs does not need to be in star …,0,1
3741,b'seen it before thanks it is amusing most women are undermined by low expectations that is the result whining only,0,1
3748,b' not sexist but women drivers sometimes,0,1
3751,b' have you even seen a women kick a football i thinks it is probably genetic,0,1
3764,b' oh no heaven forbid a man finds a woman visually appealing the horror grow up notsexist freespeech science …,0,1
3768,b'that is funny most house republicans are men im not sexist but women are so damn stubborn,0,1
3769,b'they were not kidding when they said deconstructed mkr yeh seen better shit in women is magazi oh right sorry mkr,0,1
3774,b'bitch kat mkr,0,1
3779,b'irony is dead we all get bored of women they stop making sense after sometime especially the talking part notsexist,0,1
3780,b' im not sexist but damn why do they let females act like they know basketball,0,1
3787,b'do you know that it is a minority at all you missed the point of the entire yesallwomen tag,0,1
3793,b'mkr really wish kat would just go to sudden death full stop,0,1
3796,b' im not sexist but i ca not stand feminists,0,1
3800,b' im not sexist but fuck you females,0,1
3806,b' im not sexist but i hate serving women they are so unbelievanly fussy about their drinks,0,1
3812,b'i have kind of missed annie is batshit crazy weirdness mkr,0,1
3818,b' ladies seriously stop putting your cell phones in you back pockets not attractive and detracts from the booty not …,0,1
3819,b'hey kat 😂 😂 😂 karma is a bitch mkr,0,1
3824,b' do not get your pants in a bunch im not sexist but in this pc geekdom world heaven forbid if you disagree,0,1
3826,b'mkr oh my gawd we are like so hot i cant even httptcoyiskqvhmkh,0,1
3840,b'was on a russian site once it was either meninism or uva hoax i think,0,1
3843,b'you have seen the article by founder of now is sister right more and more i see feminism thru this prism httptcojoetvnha,0,1
3850,b' im talking football with a girl this is weird sorry notsexist,0,1
3851,b' it still bothers me that cammi granato got in the hall of fame before adam oates im not sexist but really,0,1
3859,b' i hate tweeting this but the blonde girl on the british curling team has extraordinary eyes notsexist justsaying,0,1
3864,b' of course there are exceptions but women are bad drivers im sorry but it is true notsexist,0,1
3868,b'i just laughed at kane is move kid is sick wish they would used geno over letang though,0,1
3869,b'classic im not sexist but i do believe that women are inferior to men,0,1
3873,b'picture was gender neutral but sure,0,1
3881,b' questionsformen womenagainstfeminism feminism mybodymychoice httptcooqppgewue,0,1
3882,b' im not sexist but why the heck do i have a girl as my personal trainer,0,1
3884,b' im not sexist but i hate female sports talk hosts,0,1
3887,b' this guy is an amazing writer regarding feminism httptcoytokdpaiga httptcolmwvaegsa,0,1
3893,b'wow not funny and makes no sense this transexual speaker said when she became a woman she got worse at driving proof notsexist,0,1
3898,b' im not sexist but female comedians just are not funny,0,1
3914,b'right but you know squat so who cares,0,1
3919,b'when i think lemon tart i think tart lemon yes colin i see what you did there mkr,0,1
3920,b' im not sexist but i do not like the fact of a women coach in the nba i do not think men should coach in the wnba let us …,0,1
3922,b' call me sexist but of yall women cannot drive man and of yall read this and said not me in yall head,0,1
3935,b'seriously just when you think that stupid kant get an worse she does mkr kant,0,1
3937,b'so you can only place your trust in what they say you do not know the material well enough to examine it on your own equalpay,0,1
3941,b'honestly i did not look because i would bet my life we know the answer,0,1
3945,b'no idea what that is,0,1
3950,b' call me sexist or a pig or whatever but the only women that should be allowed to do anything with sports erin andre …,0,1
3952,b' a ghostbusters remake with women taking up the roles of ghoul slaying saviours im no sexist but let is not be stupid eh,0,1
3961,b'suck it kat you fucking cunt mkr,0,1
3965,b'cat you are an ugly and mean bitch you miss can go fuck yourself mkr,0,1
3974,b' omg ca not wait until try hards crazy eyed kat douch bag go home she ca not cheat anymore so im guessing that will b …,0,1
3980,b' you can call me sexist or whatever but there is just something bout women drivers that bug me,0,1
3984,b' im not sexist but girl refs really,0,1
3996,b'that kitchen looks like they have reenacted girls cup mkr,0,1
4004,b'but the idea they want to do anything but lecture with dubious facts they do not want challenged is exposed by their blocking,0,1
4005,b' honestly man im not sexist but of women cannot drive it is just fucking unreal every single time i am about to get h …,0,1
4010,b'male opinion presented as fact alert call me sexist but there has never been a funny woman stand up comedian,0,1
4011,b'the major coincidence in the score that kat andre gave is that kat recently scored on her home iq test mkr,0,1
4014,b'ok my main interest is whether feminists will blame a book written by and read by women on men somehow,0,1
4019,b'sorry for confusing me what am i looking at,0,1
4033,b' questionsformen why do we stand aside when a vocal minority screams we have more rights than women httptcoeavlrraa,0,1
4034,b' kat you are not a morning lunchtime evening person either im not sure you are human mkr,0,1
4035,b'your example is years old you realize,0,1
4038,b'the blondes will get through cause they are young and can suck hard mkr,0,1
4040,b' im not sexist when i say women ca not drive they literally ca not,0,1
4046,b' im not sexist i believe women should have equal rights pay i just ca not stand feminazis making everything about …,0,1
4050,b'k httptcoiyxiisjajp,0,1
4058,b' im not racist and im not sexist im just tired of selfentitlement,0,1
4065,b' oh i have one too httptcojrvmjyilge,0,1
4067,b'like that is not even a clever joke im not sexist all my favourite films have lesbians in,0,1
4069,b' im starving but im so worn the hell out from work i cant bring myself to get up let alone go cook single dude probs n …,0,1
4072,b'piss off kat with that stupid smile on your face mkr,0,1
4077,b'i do not doubt other life but realistically do not think we will see any evidence in any of our lifetimes so i do not think about it,0,1
4087,b' male victims need campaigns they are not even recognised dv domesticviolence httptc…,0,1
4095,b' not sexist but i ca not listen to a woman talk about men is basketball ainthappenin,0,1
4100,b' by the way your insult directed at a man about an unflattering hat worn predominantly by men meant to ins …,0,1
4102,b' radfems think men are to blame when it is mostly other fems doing it to different groups among themselves gamergate htt …,0,1
4105,b' social justice seems to now be a type of shield behind which fashionably racist pigs can snicker about their self percei …,0,1
4108,b' im not sexist but girls should not wrestle,0,1
4111,b'yearolds ca not even get their license im not sexist but guy teachers are by far better than teachers that are girls,0,1
4129,b' i promise im not sexist but wtf is this woman doing in a ferrari,0,1
4130,b' hillary simply does not have the character to be president enough with the narcissists and nihilists httptcoxpzfy…,0,1
4134,b' questionsformen did you know feminists think that violence is okay so long as the victim is not seriously injured httptco…,0,1
4138,b'agreed relationships would be much better without any men listen im not sexist but no girl should be the man in a relationship,0,1
4142,b' right listen to founding mother of feminism adviceforyoungfeminists httptcopalsidih,0,1
4160,b'is that just a male thing whenever i click on female friendly female choice porn it is same as main content,0,1
4163,b' im not sexist i do have a problem with people who exploit double standards and use their sexuality for attention tho,0,1
4164,b' easy bake ovens teaching girls their role in life since im not sexist but this is hilarious,0,1
4182,b' not sexist but i believe women have a tendency to be more impractical than men,0,1
4191,b'those women are not exploited they make a calculated choice to use sex to advance careers,0,1
4194,b'was your previous praise tactical or just misplaced,0,1
4195,b'he got one serve not two had to defend the doubles lines also,0,1
4205,b'was that yours mine was cs is enforced is of men in jail while visitation these examples aside is not,0,1
4210,b' im not sexist but a female ca not do what a nigga do in the end yall gonna look like a hoe and a dude gonna look like …,0,1
4212,b' i hate her so much rt masterbatker im not sexist but fuck that lady she is awful,0,1
4223,b' not sexist but girls on xbox live are super annoying,0,1
4228,b'questionsformen have you been told your pants are distraction to boys in school just our shirts httptcowhyrpb,0,1
4246,b'you can shut the hell up about it though im not sexist i just ca not control how much i love big butts,0,1
4250,b' yeah we really need to stop being such manbabies by speaking out against prejudice httptco…,0,1
4254,b'someone is voted strategically 😂 😂 😂 no kat you just ca not cook mkr,0,1
4257,b' but he is a dude though im not sexist but i tend to affiliate with the male characters majority of com …,0,1
4266,b'ugh fuck off kat your turns next mkr,0,1
4269,b'httptcoayoygs im not sexist but women do cook nd clean better then us itsacompliment,0,1
4274,b'mkr awe never mind there is always that illustrious victoria is secret modelling career nikki oh you model for target my bad,0,1
4284,b' im not sexist but this female commentator is killong me,0,1
4286,b' i love equal rights fuck men i love men men are rapists not all men i care about mgm lol his dick got cut off twee …,0,1
4289,b' the mine is no place for a woman to work call me sexist but a woman as a rock driller is not practical,0,1
4292,b'hope the blonde cows do not make it through mkr,0,1
4295,b'pedos,0,1
4297,b'nhl pays back rogers for new tv deal w mcdavid sabres get eichel sp rekindles tor buf divisional rivalry big tv markets,0,1
4299,b' we have bucookie httptcoiailkcv,0,1
4301,b'now that is the weird braindestroying sexism im talkin about call me sexist but women are not good at high fiving each other,0,1
4302,b'unless you compare women and men with same profession and experience you are just a sexist,0,1
4304,b' did she really just tell them that in order to walk you just put one foot in front of the other mkr httptcoxk…,0,1
4312,b'so if he hit her in the same way for what she was wearing that would be ok too,0,1
4313,b' its melting because you didnt put it in the freezer before you served it you dumb skank mkr,0,1
4315,b' mkr mkr i think kat thinks she is the best chef ever ah hello no,0,1
4326,b'and when they are all pmsing at the same time lol im not sexist but i ca not work with female managers at the same time anymore,0,1
4330,b' im not sexist but i ca not listen to female commentators for men is sports,0,1
4333,b'sons are at much greater risk now than daughters because of feminist laws,0,1
4334,b'is legit stupid or just trolling,0,1
4337,b'where is what from,0,1
4347,b' ok im not sexist or anything but you women suck at driving ok just dont plox do us a favor,0,1
4353,b' sexism is horrible i am not sexist but the statement all men drivers are better than woman is correct in every way …,0,1
4358,b' not sexist but female football commentators just do not work ca not take it serious netball maybe,0,1
4360,b'me never more patriotic than when i read people have gone to jail for free speech in supposedly democratic western nations,0,1
4362,b' im not sexist but i cannot picture thor being anything else then the character he is now,0,1
4363,b'i think the pink has gone to the girls head imbeautiful mkr,0,1
4368,b' im not sexist but i ca not stand female commentators on sports,0,1
4373,b' and we still get payed equally that stupid myth bothers me to no end because there …,0,1
4374,b' if you have a vagina do not try and be funny,0,1
4405,b'yeah bc military battles riveting im not sexist at all but reading about the social advancement if women is so boring,0,1
4410,b' call me sexist or whatever the hell you wanna say but i still believe it is the mans job to propose except they lesbians,0,1
4413,b'they have no sense of irony or awareness or shame or decency or well i could do this all day,0,1
4421,b'how is that rotten egg kat not in sudden death mkr,0,1
4436,b' ftr im not sexist but i would never vote for hillary because she is a liar so come do not call me a sexist,0,1
4438,b' i need a girl that will iron my shirts and not call me sexist,0,1
4443,b'repeating the lies i see,0,1
4450,b' maybe that is where they should focus less cunts on football notsexist,0,1
4454,b' call me sexist but honestly mass majority of woman ca not cut it in combat arms it is a liability,0,1
4457,b'she ’ s such an evil bitch now who ’ s not smiling shove it kat mkr,0,1
4461,b' was informed by a man today that there is no difference between michigan is rape insurance and his house an …,0,1
4466,b'wtf i not a huge fans of the promo girls but they never voted strategically this sucks soo annoyed mkr killerblondes,0,1
4468,b'u realize questionsformen existed before ford started posting snide crap in it right httptcoeaktgodfy,0,1
4469,b'i just wanted proof that feminism sheep believe the lie,0,1
4470,b'i have never seen a women do anything but i have seen sam gordon own a field full of boys,0,1
4477,b' call me sexist but if a song is sung by a girl there is a chance im going to hate it,0,1
4487,b'rights plural,0,1
4491,b'where is your knowledge of feminism derived,0,1
4492,b' im not sexist but women and men are just different they ca not be same im not saying that men are superior but yeehh,0,1
4495,b'im just gonna stop you right there it is not sexist if you are right,0,1
4502,b'kat i would love to slap your face with a pork cutlet mkr,0,1
4503,b'i think you might enjoy it too much but go ahead smack her silly mkr,0,1
4510,b'i see that now did not get far enough into his tl,0,1
4521,b'tarts for tarts mkr mykitchenrules,0,1
4527,b' paternity testing the dad is required to sign a wavi …,0,1
4528,b' good info thanks are we all seeing that msm is about storytelling not fact reporting gamergate,0,1
4555,b'no one is assuming they have the ratings the click numbers etc,0,1
4560,b'hey bitch the reference numbers are right there go get a copy of the hadiths and look it up,0,1
4562,b'kats face when the score was announced made me want to puke eww wtf mkr,0,1
4563,b' call me sexist but i never take women who play poker seriously look at them like an easy out meh,0,1
4564,b'and the secret twist kat and andre are eliminated for being cunts mkr,0,1
4588,b' im not sexist for my opinion on women drivers i have just experienced it plenty of times,0,1
4602,b' some of yall girls should be nuns for halloween cause yall been hoes all year round,0,1
4607,b'hey i had him on of my fantasy teams,0,1
4614,b' to blacklivesmatter obviously does not include brian banks whose life was nearly destroyed by false rape …,0,1
4615,b'no,0,1
4618,b'two of those three are already real,0,1
4622,b'oops he meant katie bigthighs mkr,0,1
4625,b' this drunk woman legally knows better than to endanger lives driving drunk but ca not decide whether or n …,0,1
4638,b'i was really hoping crazy bambi scored the butcher sluts a strategic mkr,0,1
4639,b'just one of the many perks im not sexist but if women and men played in the mlb together id stop watching,0,1
4648,b' girls should not do drugs notsexist justthetruth,0,1
4650,b'shhh it is a trap httptcoumkbrtqyfa,0,1
4657,b' thats not what i began with so your dumb but yeah i see what u mean the fact they all suck goes w o …,0,1
4660,b' im not sexist but us men do not tweet when you iron a crease in to our shirts so do not tweet when we loose a game you kno …,0,1
4674,b'unlike you who is hilariously ignorant and ca not spell racist im sorry but girls are just rly unfunny norasict nosexist,0,1
4676,b'femfreefriday because fems are not actually doing anything for oppressed women in the middle east httptcopuyimqjk,0,1
4691,b'oh missed that part of it no no reason to get physical,0,1
4692,b' i may stop watching the nba if ophra has any ownership of a professional basketball team not sexist but plenty of other qu …,0,1
4697,b' im not sexist but i never want to have a daughter cause even girls know how girls are,0,1
4706,b'kat is an utter disgrace like a carpet snake in a fowl house not gracious in any degree killerblondes mkr,0,1
4707,b' yet another student settles with university over an unfair process resulting from campus sexual assault hearings httptc…,0,1
4710,b'i made up nothing a stoner said that and you are too ignorant of world events to know he is wrong sorryitsaboy,0,1
4722,b'feminists think hating men is feminism,0,1
4743,b' im not sexist but hearing a group of drunk females trying to do the yaya kolo toure chant feels wrong,0,1
4748,b'hahahaha a woman should not be proposing to a man under no circumstances b u cant tell me nothing call me sexist idccccc,0,1
4750,b'kat is going to be so smug she is going to be declared the particularly smug mayor of smugtown on the isle of smuggy mkr,0,1
4752,b' im not sexist but why do feminists complain about everything if there was a cure for cancer i think they would moan giv …,0,1
4763,b' do men pretend to give birth no then women should stop pretending to make a difference in politics,0,1
4765,b'not legally,0,1
4776,b' colin says the meat in the thigh was moist tender are you talking about the main dish or nicki is thighs mkr,0,1
4782,b'wow you are a huge asshole im not sexist but women is football should be in the paralympics,0,1
4789,b'eat your words kat do not choke on them niw hahaha gotta love karma mkr,0,1
4790,b'yeah if there is one thing i know about old pinups ads it is that they were definitely not sexist,0,1
4795,b'i dislike kat more than the blondes who are going to tell us they are hot another times mkr notaustraliasnexttopmodel,0,1
4801,b' but honestly stereotypes are lighthearted and usually harmless let people joke around,0,1
4814,b'shit she knows how to walk you go girl one foot in front of the other mkr,0,1
4817,b'they just want to smack you when you talk period im not sexist but i hate when girls talk about sports i just wanna smackem,0,1
4818,b'nope call me sexist but no shave november is only for guys,0,1
4821,b' arghhhhh i want to kick in the television set right now kat you despicable rat mkr,0,1
4828,b' women is sports staring at a blank tv screen not sexist but ca not seem to get any enjoyment out of it,0,1
4830,b'wait do you realize you just did the very thing the tweet you posted said is wrong,0,1
4843,b'because football is biological now i do not tweet about periods women should not tweet about football notsexist truthhurts,0,1
4852,b'avs really needed the d man too but they made right pick,0,1
4860,b' im not sexist but i can say with certainty i havent had an intelligent conversation with a female under,0,1
4868,b'hey please translate this nonsensical nonanswer if you can ty,0,1
4878,b'i cannot stand kat and andre i do not even want to look at them right now kat is literally satan in a red dress tonight mkr,0,1
4885,b'to odds this guy faints after one punch im not sexist but girls ca not fight and if you think you can you need to stop,0,1
4892,b' annie looks like a mouse mkr,0,1
4896,b' i thought she was the leading manufacturer of that product not a buyer,0,1
4904,b'biurny pegeuro put a man in jail for years never even had sex lied to her friends about ditching them at a club so she,0,1
4905,b'oooh applications for can i sign up to be the bitchy cunt mkr cuntfacebitch httptconxcriwyla,0,1
4911,b' mkr if we have to see kat on the tv past tonight im out,0,1
4915,b'it is fine had the same argument s of times you will eventually argue abortion has zero to do w having a kid or not,0,1
4920,b' you are a moderator of a bigbang fansite should not you be more objective seriously sometimes girls ca not think properly,0,1
4923,b'i knew this would be their response as soon as i saw the ad,0,1
4925,b' yeah you are a feminist so shut the fuck up if you are going to be arrogant,0,1
4932,b'again skipping what you do not like it says that men are in charge of women and men are superior to women httptcomanqbibj,0,1
4933,b' im not sexist but i just cannot stand this fucking hardened feminist wankers,0,1
4937,b'the majority are doing all the work not sexist but majority of girls are useless in group projects lol majority,0,1
4940,b'meanwhile kat is poisoning the lake mkr,0,1
4946,b'no you do not i thought of a really funny joke and i promise im not sexist but i have to say it,0,1
4949,b'get a grip im not sexist but my dentist is a woman because i do not feel comfortable with a guy sticking his hands in my mouthlol,0,1
4962,b'as long as there are people like you left im not sexist but does the wnba really have to exist,0,1
4964,b'why ca not you tell,0,1
4967,b' woman is half pipe is hard to watch im not sexist but this is brutal one finished run in the last athletes iwanttocry,0,1
4969,b' i hope the sjws try to take over wrestling the response from fans will make gamergate look like …,0,1
4970,b' im not sexist but if there was a yesallmen then we would get criticised even though some of the yesallwomen supporters de …,0,1
4990,b'hahaha i get it bait and switch what is one thing i care less about than soccer women is soccer notsexist,0,1
4995,b' i hope kat andre choke on a d ck and die even tho i do not like the other apparent models they always scored fairly …,0,1
4998,b' your face is not a excuse you self righteous son of a bitch oh and do not worry i was not referring to your mo …,0,1
5009,b'how do you sleep at night kat you cunt mkr mkr,0,1
5010,b'what a nasty bit of work kat is i would take the promo girls any day mkr,0,1
5012,b'not even close to accurate are you intentionally obtuse,0,1
5014,b'in the words of former contestant katie and nikki need to calm their farm mkr,0,1
5021,b' call me sexist all you want but from stories seeing this kind of stuff go down women as a whole need to change how they co …,0,1
5029,b'totallyneededtobetweeted im not sexist but i just do not care about women is wrestling,0,1
5035,b' im not sexist but it is extremely painful seeing some girls pretending to know what is going on in a football match,0,1
5036,b'we ’ re gonna get stuck with this friggin head kat mkr 😩,0,1
5038,b' some girls should dress up as housewives since they are hoes all year long,0,1
5042,b'chars is not close to enough to respond call me sexist but i dont believe any girl has a clue about horses,0,1
5053,b'i saw rted it too funny i saw this one today httptconliudkfdw,0,1
5054,b' not sexist but an all female cast for a re hash of ghostbusters sounds well shit really,0,1
5056,b'google christina hoff sommers wage gap or pay gap she uses real facts not anecdotes equalpay,0,1
5064,b' questionsformen did you know that scientists agree that women slut shame to make vaginas more valuable to you httptco…,0,1
5067,b' am i the only one who was never aware female pilots existed bumpyride notsexist,0,1
5070,b' call me sexist but women is hockey just does not sound right,0,1
5081,b' gamergate maybe people are saying the school system is failing because the school system is failing …,0,1
5085,b' seriously where exactly do you suggest i put my tits should i detach them when doing feminist things,0,1
5087,b' nor stuff like this httptcottmcgr,0,1
5096,b'the reason is sexism female comedians just are not funny to me for some reason notsexist justfacts,0,1
5105,b' i hate women sports analysts notsexist theyrejustannoying,0,1
5115,b'lololol im not sexist but it is always the females that expect you to read their minds lolol,0,1
5121,b'and a few i like talking to even if i know they will be same as others when push comes to,0,1
5125,b'you are whining about an analogy twitfem sjw is actually defended the predatory sexual abuse of a high school student,0,1
5129,b'there goes your attempt at an im such a deep dude persona suck my balls hoe,0,1
5134,b'katie and nikki have definitely proved they are not just dumb blondes with pretty faces they are just dumb blondes mkr,0,1
5148,b'jeans were a bit tight tonight andre mkr mkr,0,1
5150,b' i fell x is safer if a male is driving instead of a female notsexist justhonest,0,1
5163,b'seems she did have plenty of time to deny evidence and arguments just no time to make them,0,1
5165,b'think these two girls have wayyy to many tickets kn themselves mkr promogirls promogirls i think not,0,1
5174,b'im gonna gouge my eyes out if this bitch does not get off mkr catandandre,0,1
5176,b'call me old fashioned call me sexist but i feel a woman needs to know how to throw down in the kitchen and a man provides,0,1
5181,b'i hope kat gets ebola and then hit by a train followed by a smack in the ugly face with a shovel mkr katandandre mkrkat,0,1
5187,b'ash found her inner bogun whistle fingersinthemouth ewwww mkr,0,1
5196,b' i liked a video from httptcogdqgeqw questionsformen mansplained,0,1
5197,b'what right do you lack,0,1
5204,b'the girl who played palin in porn only got for same job as patty,0,1
5211,b' cathy young is article on the columbia u rape accusation and mattress carrying is superb must read http …,0,1
5212,b'just me or hot blondes on mkr not at all hot just average,0,1
5213,b'kat has to be the biggest bitch around mkr,0,1
5219,b'i need twit blocked me,0,1
5221,b' sexist is when people do not go because it is women people are not going because it is of a poor qua …,0,1
5223,b'gold just heard someone say feminists are fantastic im really hoping i do not hear that ever again notsexist,0,1
5224,b' im not sexist but letting the red ranger be female in prss is just not right the red ranger is always a guy no exceptions,0,1
5227,b'call me a misandrist but men in hardware stores amirite call me sexist but shopping with women can take centuries,0,1
5236,b'deb better be there tonight or mkr can fuck me hard with a rusty chainsaw and call it mary,0,1
5239,b'but trump gets called a megalomaniac is that a gendered slur too i never hear women called megalomaniacs,0,1
5244,b' im not sexist in anyway also but some of yall feminists are off your rockers,0,1
5246,b' im not sexist but i do agree with gender roles i have a dick u do not gender is not the same,0,1
5250,b'totally not sexist at all why is there women is football im not sexist but i find it irrelevant,0,1
5251,b'except that there was no such sexual torture and she is a lying bitch,0,1
5254,b'nope jessi and many other feminist is love our male tears though httptcozruzpba,0,1
5269,b'wrong and wrong,0,1
5277,b' any real man knows that being able to cook is one of the most attractive qualities a your woman can have hahaa notsexist,0,1
5306,b'mkr hot bodies in ok celine just need you to take a step to the right little more bit further 🙊,0,1
5313,b' i ca not take that female sky sports commentator seriously she just said boom notsexist,0,1
5322,b' fucking rigged r u kidding they did not even make a mediocre meal there was no sass they just being kept for ratings …,0,1
5330,b'time machine broken again socrates you can call me sexist and maybe thats true but i dont think a woman should be president,0,1
5343,b' im not sexist but i hate all female rappers,0,1
5346,b'police boat looking for a crack whore named kat who is been dealing meth and whoring herself out for a powered camp site mkr,0,1
5348,b' mkr killerblondes the only way these girls are staying is if they blow every bloke in the room so they are still in wi …,0,1
5349,b' women are stupid fuck em then leave em if you want to be intelligent hang out with men sorrynotsorry notsexist so …,0,1
5351,b' im not sexist but i just ca not watch football with a female commentator or announcer even my mom ca not stand it,0,1
5360,b'yep pathetic let is examine idea anti fems just hate women do misogynists fight for their right to hate or just hate,0,1
5365,b' not really there are gamers male or female and then there are girl gamers who make a big stink abo …,0,1
5373,b'will this tart be the deconstructing of the sassy girls mkr,0,1
5379,b'liberals suddenly consider isis a threat,0,1
